team,ishome,week,pts,ptsallowed
KC,0,9,20,23
GB,1,9,45,7
DAL,0,9,7,45
CIN,1,9,21,27
PIT,0,9,27,21
ATL,1,10,26,21
BAL,0,10,21,26
MIA,1,10,29,17
TEN,0,10,17,29
CLE,1,10,20,26
NYJ,0,10,26,20
IND,1,10,23,17
CIN,0,10,17,23
JAC,1,10,31,24
HOU,0,10,24,31
CHI,1,10,27,13
MIN,0,10,13,27
TB,1,10,31,16
CAR,0,10,16,31
BUF,1,10,14,12
DET,0,10,12,14
DEN,1,10,49,29
KC,0,10,29,49
NYG,1,10,20,33
DAL,0,10,33,20
ARI,1,10,18,36
SEA,0,10,36,18
SF,1,10,23,20
STL,0,10,20,23
PIT,1,10,26,39
NE,0,10,39,26
WAS,1,10,28,59
PHI,0,10,59,28
MIA,1,11,0,16
CHI,0,11,16,0
CAR,1,11,13,37
BAL,0,11,37,13
NYJ,1,11,30,27
HOU,0,11,27,30
CIN,1,11,31,49
BUF,0,11,49,31
PIT,1,11,35,3
OAK,0,11,3,35
JAC,1,11,24,20
CLE,0,11,20,24
DAL,1,11,35,19
DET,0,11,19,35
MIN,1,11,3,31
GB,0,11,31,3
NO,1,11,34,19
SEA,0,11,19,34
TEN,1,11,16,19
WAS,0,11,19,16
KC,1,11,31,13
ARI,0,11,13,31
STL,1,11,17,34
ATL,0,11,34,17
SF,1,11,0,21
TB,0,11,21,0
NE,1,11,31,28
IND,0,11,28,31
PHI,1,11,27,17
NYG,0,11,17,27
SD,1,11,35,14
DEN,0,11,14,35
DET,1,12,24,45
NE,0,12,45,24
DAL,1,12,27,30
NO,0,12,30,27
NYJ,1,12,26,10
CIN,0,12,10,26
NYG,1,12,24,20
JAC,0,12,20,24
BUF,1,12,16,19
PIT,0,12,19,16
HOU,1,12,20,0
TEN,0,12,0,20
WAS,1,12,13,17
MIN,0,12,17,13
CHI,1,12,31,26
PHI,0,12,26,31
ATL,1,12,20,17
GB,0,12,17,20
BAL,1,12,17,10
TB,0,12,10,17
CLE,1,12,24,23
CAR,0,12,23,24
SEA,1,12,24,42
KC,0,12,42,24
OAK,1,12,17,33
MIA,0,12,33,17
DEN,1,12,33,36
STL,0,12,36,33
IND,1,12,14,36
SD,0,12,36,14
ARI,1,12,6,27
SF,0,12,27,6
PHI,1,13,34,24
HOU,0,13,24,34
MIN,1,13,38,14
BUF,0,13,14,38
MIA,1,13,10,13
CLE,0,13,13,10
TEN,1,13,6,17
JAC,0,13,17,6
KC,1,13,10,6
DEN,0,13,6,10
NYG,1,13,31,7
WAS,0,13,7,31
DET,1,13,20,24
CHI,0,13,24,20
GB,1,13,34,16
SF,0,13,16,34
TB,1,13,24,28
ATL,0,13,28,24
CIN,1,13,30,34
NO,0,13,34,30
SD,1,13,13,28
OAK,0,13,28,13
IND,1,13,35,38
DAL,0,13,38,35
ARI,1,13,6,19
STL,0,13,19,6
SEA,1,13,31,14
CAR,0,13,14,31
BAL,1,13,10,13
PIT,0,13,13,10
NE,1,13,45,3
NYJ,0,13,3,45
TEN,1,14,28,30
IND,0,14,30,28
CHI,1,14,7,36
NE,0,14,36,7
BUF,1,14,13,6
CLE,0,14,6,13
PIT,1,14,23,7
CIN,0,14,7,23
JAC,1,14,38,31
OAK,0,14,31,38
WAS,1,14,16,17
TB,0,14,17,16
DET,1,14,7,3
GB,0,14,3,7
CAR,1,14,10,31
ATL,0,14,31,10
NO,1,14,31,13
STL,0,14,13,31
SF,1,14,40,21
SEA,0,14,21,40
NYJ,1,14,6,10
MIA,0,14,10,6
ARI,1,14,43,13
DEN,0,14,13,43
SD,1,14,31,0
KC,0,14,0,31
DAL,1,14,27,30
PHI,0,14,30,27
HOU,1,14,28,34
BAL,0,14,34,28
MIN,1,14,3,21
NYG,0,14,21,3
SD,1,15,34,7
SF,0,15,7,34
STL,1,15,13,27
KC,0,15,27,13
MIA,1,15,14,17
BUF,0,15,17,14
CIN,1,15,19,17
CLE,0,15,17,19
IND,1,15,34,24
JAC,0,15,24,34
TEN,1,15,31,17
HOU,0,15,17,31
DAL,1,15,33,30
WAS,0,15,30,33
NYG,1,15,31,38
PHI,0,15,38,31
CAR,1,15,19,12
ARI,0,15,12,19
TB,1,15,20,23
DET,0,15,23,20
BAL,1,15,30,24
NO,0,15,24,30
SEA,1,15,18,34
ATL,0,15,34,18
PIT,1,15,17,22
NYJ,0,15,22,17
OAK,1,15,39,23
DEN,0,15,23,39
NE,1,15,31,27
GB,0,15,27,31
MIN,1,15,14,40
CHI,0,15,40,14
PIT,1,16,27,3
CAR,0,16,3,27
ARI,1,16,27,26
DAL,0,16,26,27
CHI,1,16,38,34
NYJ,0,16,34,38
BUF,1,16,3,34
NE,0,16,34,3
CLE,1,16,10,20
BAL,0,16,20,10
KC,1,16,34,14
TEN,0,16,14,34
TB,1,16,38,15
SEA,0,16,15,38
STL,1,16,25,17
SF,0,16,17,25
MIA,1,16,27,34
DET,0,16,34,27
JAC,1,16,17,20
WAS,0,16,20,17
DEN,1,16,24,23
HOU,0,16,23,24
OAK,1,16,26,31
IND,0,16,31,26
GB,1,16,45,17
NYG,0,16,17,45
CIN,1,16,34,20
SD,0,16,20,34
ATL,1,16,14,17
NO,0,16,17,14
PHI,1,16,14,24
MIN,0,16,24,14
NE,1,17,38,7
MIA,0,17,7,38
NYJ,1,17,38,7
BUF,0,17,7,38
BAL,1,17,13,7
CIN,0,17,7,13
CLE,1,17,9,41
PIT,0,17,41,9
HOU,1,17,34,17
JAC,0,17,17,34
IND,1,17,23,20
TEN,0,17,20,23
KC,1,17,10,31
OAK,0,17,31,10
PHI,1,17,13,14
DAL,0,17,14,13
WAS,1,17,14,17
NYG,0,17,17,14
DET,1,17,20,13
MIN,0,17,13,20
GB,1,17,10,3
CHI,0,17,3,10
ATL,1,17,31,10
CAR,0,17,10,31
NO,1,17,13,23
TB,0,17,23,13
DEN,1,17,28,33
SD,0,17,33,28
SF,1,17,38,7
ARI,0,17,7,38
SEA,1,17,16,6
STL,0,17,6,16
